r,G_r
29.39,-0.016713
29.4,-0.016656
29.41,-0.01656
29.42,-0.016428
29.43,-0.016261
29.44,-0.01606
29.45,-0.015828
29.46,-0.015565
29.47,-0.015276
29.48,-0.014962
29.49,-0.014626
29.5,-0.014274
29.51,-0.01391
29.52,-0.01354
29.53,-0.013172
29.54,-0.012812
29.55,-0.012469
29.56,-0.01215
29.57,-0.011865
29.58,-0.01162
29.59,-0.011424
29.6,-0.011282
29.61,-0.011199
29.62,-0.011179
29.63,-0.011221
29.64,-0.011326
29.65,-0.011489
29.66,-0.011704
29.67,-0.011961
29.68,-0.01225
29.69,-0.012554
29.7,-0.012859
29.71,-0.013145
29.72,-0.013392
29.73,-0.01358
29.74,-0.013687
29.75,-0.013691
29.76,-0.013574
29.77,-0.013317
29.78,-0.012904
29.79,-0.012322
29.8,-0.011563
29.81,-0.010622
29.82,-0.0095
29.83,-0.008202
29.84,-0.00674
29.85,-0.00513
29.86,-0.003394
29.87,-0.001561
29.88,0.000337
29.89,0.002264
29.9,0.004179
29.91,0.006039
29.92,0.007799
29.93,0.009414
29.94,0.010838
29.95,0.012029
29.96,0.012945
29.97,0.013552
29.98,0.013817
29.99,0.013717
30,0.013235
30.01,0.012361
30.02,0.011096
30.03,0.009449
30.04,0.007439
30.05,0.005094
30.06,0.00245
30.07,-0.000445
30.08,-0.003539
30.09,-0.00677
30.1,-0.010072
30.11,-0.013374
30.12,-0.016602
30.13,-0.019682
30.14,-0.022539
30.15,-0.025101
30.16,-0.0273
30.17,-0.029074
30.18,-0.030369
30.19,-0.031138
30.2,-0.031347
30.21,-0.03097
30.22,-0.029997
30.23,-0.028428
30.24,-0.026277
30.25,-0.023571
30.26,-0.02035
30.27,-0.016665
30.28,-0.01258
30.29,-0.008168
30.3,-0.003509
30.31,0.001308
30.32,0.006191
30.33,0.011043
30.34,0.015769
30.35,0.020274
30.36,0.024466
30.37,0.028262
30.38,0.031583
30.39,0.034362
30.4,0.036543
30.41,0.038082
30.42,0.03895
30.43,0.039131
30.44,0.038625
30.45,0.037448
30.46,0.035629
30.47,0.033214
30.48,0.030259
30.49,0.026834
30.5,0.023021
30.51,0.018907
30.52,0.014589
30.53,0.010167
30.54,0.005744
30.55,0.001423
30.56,-0.002696
30.57,-0.006519
30.58,-0.009956
30.59,-0.012928
30.6,-0.015366
30.61,-0.017213
30.62,-0.018428
30.63,-0.018981
30.64,-0.01886
30.65,-0.018066
30.66,-0.016619
30.67,-0.014551
30.68,-0.011908
30.69,-0.00875
30.7,-0.005148
30.71,-0.001185
30.72,0.003052
30.73,0.007468
30.74,0.011963
30.75,0.016438
30.76,0.020795
30.77,0.024937
30.78,0.028774
30.79,0.032224
30.8,0.035213
30.81,0.037678
30.82,0.039569
30.83,0.04085
30.84,0.041497
30.85,0.041501
30.86,0.04087
30.87,0.039623
30.88,0.037795
30.89,0.035432
30.9,0.032594
30.91,0.029347
30.92,0.02577
30.93,0.021946
30.94,0.017963
30.95,0.013912
30.96,0.009885
30.97,0.00597
30.98,0.002255
30.99,-0.001181
31,-0.004265
31.01,-0.006933
31.02,-0.00913
31.03,-0.010814
31.04,-0.011955
31.05,-0.012536
31.06,-0.012552
31.07,-0.012011
31.08,-0.010935
31.09,-0.009357
31.1,-0.007321
31.11,-0.004882
31.12,-0.002102
31.13,0.000948
31.14,0.004194
31.15,0.007555
31.16,0.010951
31.17,0.0143
31.18,0.017523
31.19,0.020543
31.2,0.02329
31.21,0.025699
31.22,0.027715
31.23,0.029289
31.24,0.030385
31.25,0.030977
31.26,0.031049
31.27,0.030599
31.28,0.029634
31.29,0.028174
31.3,0.026249
31.31,0.023899
31.32,0.021173
31.33,0.018129
31.34,0.014829
31.35,0.011343
31.36,0.007744
31.37,0.004107
31.38,0.000508
31.39,-0.002978
31.4,-0.006278
31.41,-0.009323
31.42,-0.012051
31.43,-0.014404
31.44,-0.016333
31.45,-0.017797
31.46,-0.018764
31.47,-0.019214
31.48,-0.019136
31.49,-0.018529
31.5,-0.017403
31.51,-0.015778
31.52,-0.013684
31.53,-0.011162
31.54,-0.008259
31.55,-0.00503
31.56,-0.001537
31.57,0.002153
31.58,0.005969
31.59,0.009836
31.6,0.013682
31.61,0.01743
31.62,0.021007
31.63,0.024345
31.64,0.027377
31.65,0.030043
31.66,0.03229
31.67,0.034072
31.68,0.035352
31.69,0.036101
31.7,0.036302
31.71,0.035947
31.72,0.035037
31.73,0.033585
31.74,0.031614
31.75,0.029154
31.76,0.026248
31.77,0.022944
31.78,0.019299
31.79,0.015375
31.8,0.011242
31.81,0.006971
31.82,0.002636
31.83,-0.001686
31.84,-0.005922
31.85,-0.009996
31.86,-0.013838
31.87,-0.017382
31.88,-0.020567
31.89,-0.02334
31.9,-0.025655
31.91,-0.027473
31.92,-0.028769
31.93,-0.029522
31.94,-0.029726
31.95,-0.029384
31.96,-0.028509
31.97,-0.027123
31.98,-0.025259
31.99,-0.02296
32,-0.020274
32.01,-0.017259
32.02,-0.013976
32.03,-0.010495
32.04,-0.006884
32.05,-0.003217
32.06,0.000433
32.07,0.003995
32.08,0.0074
32.09,0.010583
32.1,0.013483
32.11,0.016046
32.12,0.018228
32.13,0.01999
32.14,0.021304
32.15,0.022151
32.16,0.022523
32.17,0.02242
32.18,0.021854
32.19,0.020846
32.2,0.019426
32.21,0.017631
32.22,0.015508
32.23,0.013107
32.24,0.010487
32.25,0.007708
32.26,0.004832
32.27,0.001925
32.28,-0.00095
32.29,-0.003733
32.3,-0.006363
32.31,-0.008788
32.32,-0.010958
32.33,-0.012834
32.34,-0.014379
32.35,-0.015569
32.36,-0.016387
32.37,-0.016823
32.38,-0.016879
32.39,-0.016563
32.4,-0.015894
32.41,-0.014896
32.42,-0.013603
32.43,-0.012051
32.44,-0.010285
32.45,-0.008352
32.46,-0.006301
32.47,-0.004184
32.48,-0.002051
32.49,0.000046
32.5,0.002062
32.51,0.003951
32.52,0.005674
32.53,0.007197
32.54,0.008494
32.55,0.009541
32.56,0.010326
32.57,0.010842
32.58,0.011089
32.59,0.011075
32.6,0.010813
32.61,0.010324
32.62,0.009633
32.63,0.00877
32.64,0.007768
32.65,0.006663
32.66,0.005493
32.67,0.004295
32.68,0.003106
32.69,0.001961
32.7,0.000893
32.71,-0.000069
32.72,-0.000901
32.73,-0.001581
32.74,-0.002096
32.75,-0.002435
32.76,-0.002596
32.77,-0.002579
32.78,-0.002391
32.79,-0.002044
32.8,-0.001553
32.81,-0.000939
32.82,-0.000222
32.83,0.000573
32.84,0.001421
32.85,0.002297
32.86,0.003177
32.87,0.004037
32.88,0.004859
32.89,0.005624
32.9,0.00632
32.91,0.006937
32.92,0.007471
32.93,0.007922
32.94,0.008295
32.95,0.008598
32.96,0.008845
32.97,0.009053
32.98,0.009242
32.99,0.009434
33,0.009653
33.01,0.009922
33.02,0.010265
33.03,0.010704
33.04,0.011259
33.05,0.011947
33.06,0.01278
33.07,0.013767
33.08,0.014909
33.09,0.016203
33.1,0.017641
33.11,0.019208
33.12,0.020883
33.13,0.022639
33.14,0.024446
33.15,0.026267
33.16,0.028064
33.17,0.029794
33.18,0.031415
33.19,0.032884
33.2,0.034157
33.21,0.035194
33.22,0.035959
33.23,0.03642
33.24,0.036548
33.25,0.036324
33.26,0.035736
33.27,0.034777
33.28,0.033452
33.29,0.031772
33.3,0.029759
33.31,0.027442
33.32,0.024856
33.33,0.022048
33.34,0.019067
33.35,0.015969
33.36,0.012815
33.37,0.009667
33.38,0.006589
33.39,0.003646
33.4,0.000898
33.41,-0.001595
33.42,-0.003779
33.43,-0.005606
33.44,-0.007036
33.45,-0.008036
33.46,-0.008584
33.47,-0.008666
33.48,-0.00828
33.49,-0.007433
33.5,-0.006143
33.51,-0.004438
33.52,-0.002355
33.53,0.000061
33.54,0.002757
33.55,0.005673
33.56,0.008745
33.57,0.011906
33.58,0.015087
33.59,0.01822
33.6,0.021237
33.61,0.024074
33.62,0.026671
33.63,0.028975
33.64,0.030941
33.65,0.032529
33.66,0.033713
33.67,0.034472
33.68,0.034798
33.69,0.034692
33.7,0.034165
33.71,0.033238
33.72,0.031939
33.73,0.030308
33.74,0.028386
33.75,0.026225
33.76,0.023877
33.77,0.0214
33.78,0.018851
33.79,0.016288
33.8,0.013766
33.81,0.011338
33.82,0.009052
33.83,0.006951
33.84,0.00507
33.85,0.003438
33.86,0.002076
33.87,0.000995
33.88,0.0002
33.89,-0.000314
33.9,-0.000558
33.91,-0.000552
33.92,-0.000322
33.93,0.000101
33.94,0.000683
33.95,0.001383
33.96,0.002161
33.97,0.002977
33.98,0.00379
33.99,0.004562
34,0.005259
34.01,0.005848
34.02,0.006306
34.03,0.006613
34.04,0.006757
34.05,0.006731
34.06,0.006538
34.07,0.006186
34.08,0.00569
34.09,0.005073
34.1,0.004361
34.11,0.003585
34.12,0.002783
34.13,0.00199
34.14,0.001248
34.15,0.000594
34.16,0.000068
34.17,-0.000295
34.18,-0.000465
34.19,-0.000413
34.2,-0.000118
34.21,0.000434
34.22,0.001251
34.23,0.002334
34.24,0.003673
34.25,0.005255
34.26,0.007055
34.27,0.009045
34.28,0.011188
34.29,0.013443
34.3,0.015763
34.31,0.0181
34.32,0.020402
34.33,0.022618
34.34,0.024696
34.35,0.026587
34.36,0.028247
34.37,0.029632
34.38,0.03071
34.39,0.03145
34.4,0.031832
34.41,0.031843
34.42,0.031478
34.43,0.030743
34.44,0.02965
34.45,0.02822
34.46,0.026483
34.47,0.024474
34.48,0.022238
34.49,0.019821
34.5,0.017276
34.51,0.014657
34.52,0.012021
34.53,0.009423
34.54,0.006918
34.55,0.004558
34.56,0.00239
34.57,0.000459
34.58,-0.001201
34.59,-0.002558
34.6,-0.003592
34.61,-0.004289
34.62,-0.004643
34.63,-0.004657
34.64,-0.004342
34.65,-0.003717
34.66,-0.002809
34.67,-0.001649
34.68,-0.000276
34.69,0.001269
34.7,0.002939
34.71,0.004688
34.72,0.006468
34.73,0.008231
34.74,0.009932
34.75,0.011528
34.76,0.012981
34.77,0.014257
34.78,0.015329
34.79,0.016175
34.8,0.016781
34.81,0.017139
34.82,0.01725
34.83,0.017119
34.84,0.01676
34.85,0.016192
34.86,0.015439
34.87,0.014532
34.88,0.013503
34.89,0.012386
34.9,0.01122
34.91,0.01004
34.92,0.008885
34.93,0.007789
34.94,0.006785
34.95,0.0059
34.96,0.005159
34.97,0.004582
34.98,0.004182
34.99,0.003967
35,0.003939
35.01,0.004095
35.02,0.004423
35.03,0.004909
35.04,0.005534
35.05,0.006272
35.06,0.007096
35.07,0.007975
35.08,0.008878
35.09,0.009771
35.1,0.010623
35.11,0.011401
35.12,0.012078
35.13,0.012625
35.14,0.013023
35.15,0.013251
35.16,0.013298
35.17,0.013155
35.18,0.012821
35.19,0.0123
35.2,0.011599
35.21,0.010734
35.22,0.009724
35.23,0.008593
35.24,0.007368
35.25,0.006081
35.26,0.004762
35.27,0.003448
35.28,0.002173
35.29,0.00097
35.3,-0.000128
35.31,-0.001089
35.32,-0.001887
35.33,-0.002499
35.34,-0.002904
35.35,-0.003088
35.36,-0.003042
35.37,-0.002763
35.38,-0.002253
35.39,-0.001519
35.4,-0.000574
35.41,0.000563
35.42,0.00187
35.43,0.003319
35.44,0.00488
35.45,0.006521
35.46,0.008204
35.47,0.009895
35.48,0.011555
35.49,0.013149
35.5,0.01464
35.51,0.015996
35.52,0.017187
35.53,0.018184
35.54,0.018964
35.55,0.019509
35.56,0.019803
35.57,0.019839
35.58,0.01961
35.59,0.019119
35.6,0.01837
35.61,0.017375
35.62,0.016148
35.63,0.014709
35.64,0.01308
35.65,0.011289
35.66,0.009363
35.67,0.007334
35.68,0.005234
35.69,0.003096
35.7,0.000954
35.71,-0.00116
35.72,-0.003212
35.73,-0.005174
35.74,-0.007015
35.75,-0.00871
35.76,-0.010235
35.77,-0.011571
35.78,-0.012699
35.79,-0.013607
35.8,-0.014285
35.81,-0.014726
35.82,-0.014928
35.83,-0.014894
35.84,-0.014627
35.85,-0.014136
35.86,-0.013432
35.87,-0.012531
35.88,-0.01145
35.89,-0.010208
35.9,-0.008827
35.91,-0.007332
35.92,-0.005747
35.93,-0.004099
35.94,-0.002415
35.95,-0.000722
35.96,0.000952
35.97,0.00258
35.98,0.004136
35.99,0.005595
36,0.006933
36.01,0.00813
36.02,0.009165
36.03,0.010022
36.04,0.010687
36.05,0.011149
36.06,0.011401
36.07,0.011439
36.08,0.011262
36.09,0.010875
36.1,0.010285
36.11,0.009502
36.12,0.008543
36.13,0.007424
36.14,0.006169
36.15,0.004802
36.16,0.00335
36.17,0.001843
36.18,0.000312
36.19,-0.00121
36.2,-0.00269
36.21,-0.004095
36.22,-0.005392
36.23,-0.00655
36.24,-0.007541
36.25,-0.008338
36.26,-0.008918
36.27,-0.009262
36.28,-0.009355
36.29,-0.009188
36.3,-0.008756
36.31,-0.008061
36.32,-0.007108
36.33,-0.00591
36.34,-0.004486
36.35,-0.002858
36.36,-0.001055
36.37,0.00089
36.38,0.002941
36.39,0.005057
36.4,0.007196
36.41,0.009315
36.42,0.011367
36.43,0.01331
36.44,0.015099
36.45,0.016696
36.46,0.018061
36.47,0.019164
36.48,0.019975
36.49,0.020473
36.5,0.020644
36.51,0.020478
36.52,0.019975
36.53,0.019141
36.54,0.017992
36.55,0.016549
36.56,0.014841
36.57,0.012904
36.58,0.01078
36.59,0.008515
36.6,0.00616
36.61,0.00377
36.62,0.001399
36.63,-0.000894
36.64,-0.003054
36.65,-0.005028
36.66,-0.006763
36.67,-0.008214
36.68,-0.009338
36.69,-0.010102
36.7,-0.010478
36.71,-0.010446
36.72,-0.009997
36.73,-0.009128
36.74,-0.007848
36.75,-0.006173
36.76,-0.004128
36.77,-0.001748
36.78,0.000926
36.79,0.003846
36.8,0.006956
36.81,0.010197
36.82,0.013508
36.83,0.016823
36.84,0.020076
36.85,0.023203
36.86,0.026142
36.87,0.028832
36.88,0.031219
36.89,0.033255
36.9,0.034897
36.91,0.036113
36.92,0.036876
36.93,0.037169
36.94,0.036986
36.95,0.03633
36.96,0.03521
36.97,0.033649
36.98,0.031674
36.99,0.029323
37,0.026638
37.01,0.023669
37.02,0.020469
37.03,0.017096
37.04,0.01361
37.05,0.010069
37.06,0.006535
37.07,0.003065
37.08,-0.000285
37.09,-0.003464
37.1,-0.006426
37.11,-0.009131
37.12,-0.011544
37.13,-0.013639
37.14,-0.015395
37.15,-0.016802
37.16,-0.017854
37.17,-0.018554
37.18,-0.018912
37.19,-0.018943
37.2,-0.01867
37.21,-0.018119
37.22,-0.017321
37.23,-0.01631
37.24,-0.015121
37.25,-0.013794
37.26,-0.012364
37.27,-0.01087
37.28,-0.009346
37.29,-0.007826
37.3,-0.00634
37.31,-0.004914
37.32,-0.003571
37.33,-0.002329
37.34,-0.001202
37.35,-0.000198
37.36,0.000678
37.37,0.001425
37.38,0.002048
37.39,0.002554
37.4,0.002954
37.41,0.003259
37.42,0.003485
37.43,0.003647
37.44,0.003762
37.45,0.003847
37.46,0.003916
37.47,0.003985
37.48,0.004065
37.49,0.004168
37.5,0.004302
37.51,0.004471
37.52,0.004679
37.53,0.004925
37.54,0.005206
37.55,0.005517
37.56,0.005849
37.57,0.006192
37.58,0.006535
37.59,0.006864
37.6,0.007166
37.61,0.007426
37.62,0.00763
37.63,0.007765
37.64,0.007818
37.65,0.007777
37.66,0.007635
37.67,0.007383
37.68,0.007017
37.69,0.006535
37.7,0.005936
37.71,0.005224
37.72,0.004403
37.73,0.00348
37.74,0.002467
37.75,0.001374
37.76,0.000214
37.77,-0.000998
37.78,-0.002246
37.79,-0.003514
37.8,-0.004786
37.81,-0.006046
37.82,-0.007277
37.83,-0.008465
37.84,-0.009595
37.85,-0.010653
37.86,-0.011629
37.87,-0.012511
37.88,-0.013291
37.89,-0.013961
37.9,-0.014516
37.91,-0.014951
37.92,-0.015264
37.93,-0.015452
37.94,-0.015517
37.95,-0.015458
37.96,-0.015278
37.97,-0.01498
37.98,-0.014567
37.99,-0.014043
38,-0.013414
38.01,-0.012685
38.02,-0.011863
38.03,-0.010955
38.04,-0.009969
38.05,-0.008912
38.06,-0.007795
38.07,-0.006628
38.08,-0.005422
38.09,-0.00419
38.1,-0.002944
38.11,-0.001701
38.12,-0.000474
38.13,0.000717
38.14,0.001857
38.15,0.002926
38.16,0.003906
38.17,0.004775
38.18,0.005516
38.19,0.006109
38.2,0.006536
38.21,0.006779
38.22,0.006824
38.23,0.006657
38.24,0.006268
38.25,0.00565
38.26,0.0048
38.27,0.003717
38.28,0.002408
38.29,0.000881
38.3,-0.000849
38.31,-0.002762
38.32,-0.004836
38.33,-0.00704
38.34,-0.009343
38.35,-0.011707
38.36,-0.014092
38.37,-0.016457
38.38,-0.018755
38.39,-0.020942
38.4,-0.022972
38.41,-0.024801
38.42,-0.026385
38.43,-0.027684
38.44,-0.028663
38.45,-0.029292
38.46,-0.029543
38.47,-0.0294
38.48,-0.02885
38.49,-0.02789
38.5,-0.026525
38.51,-0.024766
38.52,-0.022635
38.53,-0.020161
38.54,-0.017379
38.55,-0.014335
38.56,-0.011077
38.57,-0.007661
38.58,-0.004145
38.59,-0.000593
38.6,0.002932
38.61,0.006365
38.62,0.009643
38.63,0.012706
38.64,0.015496
38.65,0.017963
38.66,0.020061
38.67,0.021752
38.68,0.023006
38.69,0.023805
38.7,0.024137
38.71,0.024002
38.72,0.023409
38.73,0.022376
38.74,0.020932
38.75,0.019115
38.76,0.016967
38.77,0.014542
38.78,0.011894
38.79,0.009086
38.8,0.006179
38.81,0.003238
38.82,0.000326
38.83,-0.002495
38.84,-0.005168
38.85,-0.007641
38.86,-0.009867
38.87,-0.011809
38.88,-0.013435
38.89,-0.014726
38.9,-0.015669
38.91,-0.016263
38.92,-0.016516
38.93,-0.016445
38.94,-0.016077
38.95,-0.015445
38.96,-0.01459
38.97,-0.01356
38.98,-0.012404
38.99,-0.011178
39,-0.009936
39.01,-0.008732
39.02,-0.00762
39.03,-0.006649
39.04,-0.005863
39.05,-0.0053
39.06,-0.004992
39.07,-0.00496
39.08,-0.005219
39.09,-0.005771
39.1,-0.006612
39.11,-0.007727
39.12,-0.00909
39.13,-0.01067
39.14,-0.012425
39.15,-0.014309
39.16,-0.01627
39.17,-0.018251
39.18,-0.020193
39.19,-0.022039
39.2,-0.023731
39.21,-0.025213
39.22,-0.026435
39.23,-0.027353
39.24,-0.027928
39.25,-0.028133
39.26,-0.027948
39.27,-0.027363
39.28,-0.026379
39.29,-0.025007
39.3,-0.023271
39.31,-0.021201
39.32,-0.01884
39.33,-0.016236
39.34,-0.013448
39.35,-0.010536
39.36,-0.007569
39.37,-0.004615
39.38,-0.001744
39.39,0.000977
39.4,0.00348
39.41,0.005706
39.42,0.0076
39.43,0.009115
39.44,0.010215
39.45,0.01087
39.46,0.011065
39.47,0.010795
39.48,0.010064
39.49,0.008891
39.5,0.007304
39.51,0.005342
39.52,0.003052
39.53,0.000491
39.54,-0.002279
39.55,-0.005191
39.56,-0.008174
39.57,-0.011157
39.58,-0.014066
39.59,-0.016834
39.6,-0.019394
39.61,-0.021687
39.62,-0.023662
39.63,-0.025274
39.64,-0.026489
39.65,-0.027283
39.66,-0.027644
39.67,-0.02757
39.68,-0.02707
39.69,-0.026164
39.7,-0.024884
39.71,-0.023267
39.72,-0.021362
39.73,-0.019223
39.74,-0.016908
39.75,-0.014479
39.76,-0.012001
39.77,-0.009538
39.78,-0.007152
39.79,-0.004901
39.8,-0.002838
39.81,-0.00101
39.82,0.000544
39.83,0.001794
39.84,0.002719
39.85,0.003308
39.86,0.003561
39.87,0.003487
39.88,0.003106
39.89,0.002444
39.9,0.001538
39.91,0.000429
39.92,-0.000833
39.93,-0.002197
39.94,-0.003608
39.95,-0.005012
39.96,-0.006354
39.97,-0.007583
39.98,-0.008652
39.99,-0.009519
40,-0.010148
40.01,-0.010514
40.02,-0.010597
40.03,-0.010389
40.04,-0.009889
40.05,-0.009109
40.06,-0.008068
40.07,-0.006793
40.08,-0.00532
40.09,-0.003693
40.1,-0.001959
40.11,-0.000171
40.12,0.001615
40.13,0.003344
40.14,0.004959
40.15,0.006408
40.16,0.007641
40.17,0.008613
40.18,0.009288
40.19,0.009636
40.2,0.009637
40.21,0.009278
40.22,0.008559
40.23,0.007489
40.24,0.006086
40.25,0.004377
40.26,0.002401
40.27,0.000201
40.28,-0.002172
40.29,-0.004662
40.3,-0.007207
40.31,-0.009746
40.32,-0.012217
40.33,-0.014558
40.34,-0.016711
40.35,-0.018623
40.36,-0.020246
40.37,-0.021541
40.38,-0.022477
40.39,-0.023031
40.4,-0.023192
40.41,-0.02296
40.42,-0.022343
40.43,-0.021361
40.44,-0.020045
40.45,-0.018433
40.46,-0.016571
40.47,-0.014513
40.48,-0.012317
40.49,-0.010048
40.5,-0.007768
40.51,-0.005542
40.52,-0.003435
40.53,-0.001506
40.54,0.000189
40.55,0.001602
40.56,0.002691
40.57,0.003424
40.58,0.003778
40.59,0.003741
40.6,0.003312
40.61,0.002499
40.62,0.001323
40.63,-0.000187
40.64,-0.001991
40.65,-0.004043
40.66,-0.006287
40.67,-0.008664
40.68,-0.011111
40.69,-0.01356
40.7,-0.015945
40.71,-0.018201
40.72,-0.020266
40.73,-0.022081
40.74,-0.023595
40.75,-0.024764
40.76,-0.025551
40.77,-0.025932
40.78,-0.02589
40.79,-0.025419
40.8,-0.024527
40.81,-0.023228
40.82,-0.02155
40.83,-0.019528
40.84,-0.017207
40.85,-0.014638
40.86,-0.01188
40.87,-0.008996
40.88,-0.00605
40.89,-0.003109
40.9,-0.000242
40.91,0.002489
40.92,0.005022
40.93,0.0073
40.94,0.009273
40.95,0.0109
40.96,0.012146
40.97,0.012986
40.98,0.013405
40.99,0.013397
41,0.012968
41.01,0.01213
41.02,0.010907
41.03,0.009329
41.04,0.007437
41.05,0.005273
41.06,0.002889
41.07,0.000339
41.08,-0.002323
41.09,-0.005038
41.1,-0.00775
41.11,-0.010405
41.12,-0.01295
41.13,-0.015338
41.14,-0.017526
41.15,-0.019479
41.16,-0.021166
41.17,-0.022566
41.18,-0.023663
41.19,-0.02445
41.2,-0.024926
41.21,-0.025099
41.22,-0.024982
41.23,-0.024594
41.24,-0.023959
41.25,-0.023106
41.26,-0.022067
41.27,-0.020876
41.28,-0.019567
41.29,-0.018176
41.3,-0.016738
41.31,-0.015284
41.32,-0.013847
41.33,-0.012452
41.34,-0.011123
41.35,-0.00988
41.36,-0.008738
41.37,-0.007708
41.38,-0.006794
41.39,-0.006001
41.4,-0.005324
41.41,-0.004758
41.42,-0.004296
41.43,-0.003924
41.44,-0.003631
41.45,-0.003402
41.46,-0.003222
41.47,-0.003076
41.48,-0.00295
41.49,-0.002832
41.5,-0.002711
41.51,-0.002578
41.52,-0.002426
41.53,-0.002251
41.54,-0.002053
41.55,-0.001832
41.56,-0.001593
41.57,-0.001341
41.58,-0.001084
41.59,-0.000832
41.6,-0.000594
41.61,-0.000381
41.62,-0.000204
41.63,-0.000072
41.64,0.000005
41.65,0.000019
41.66,-0.000033
41.67,-0.000157
41.68,-0.000353
41.69,-0.000619
41.7,-0.000952
41.71,-0.001345
41.72,-0.001789
41.73,-0.002274
41.74,-0.002787
41.75,-0.003315
41.76,-0.003843
41.77,-0.004358
41.78,-0.004844
41.79,-0.00529
41.8,-0.005683
41.81,-0.006014
41.82,-0.006277
41.83,-0.006467
41.84,-0.006583
41.85,-0.006628
41.86,-0.006607
41.87,-0.00653
41.88,-0.006407
41.89,-0.006255
41.9,-0.00609
41.91,-0.005932
41.92,-0.005801
41.93,-0.005718
41.94,-0.005704
41.95,-0.005779
41.96,-0.005961
41.97,-0.006267
41.98,-0.006708
41.99,-0.007294
42,-0.00803
42.01,-0.008916
42.02,-0.009947
42.03,-0.011112
42.04,-0.012397
42.05,-0.013781
42.06,-0.01524
42.07,-0.016742
42.08,-0.018257
42.09,-0.019747
42.1,-0.021176
42.11,-0.022503
42.12,-0.023691
42.13,-0.024701
42.14,-0.025498
42.15,-0.026048
42.16,-0.026325
42.17,-0.026304
42.18,-0.025969
42.19,-0.025309
42.2,-0.024321
42.21,-0.02301
42.22,-0.021389
42.23,-0.019477
42.24,-0.017303
42.25,-0.014901
42.26,-0.012314
42.27,-0.009589
42.28,-0.006777
42.29,-0.003934
42.3,-0.001119
42.31,0.001609
42.32,0.004192
42.33,0.006573
42.34,0.008698
42.35,0.010518
42.36,0.01199
42.37,0.013077
42.38,0.013751
42.39,0.013992
42.4,0.01379
42.41,0.013145
42.42,0.012067
42.43,0.010574
42.44,0.008695
42.45,0.006468
42.46,0.00394
42.47,0.001162
42.48,-0.001805
42.49,-0.004899
42.5,-0.008053
42.51,-0.011198
42.52,-0.014266
42.53,-0.01719
42.54,-0.019907
42.55,-0.022357
42.56,-0.024489
42.57,-0.026255
42.58,-0.027619
42.59,-0.028553
42.6,-0.029039
42.61,-0.029069
42.62,-0.028646
42.63,-0.027782
42.64,-0.026502
42.65,-0.024836
42.66,-0.022827
42.67,-0.020523
42.68,-0.017979
42.69,-0.015255
42.7,-0.012414
42.71,-0.009522
42.72,-0.006645
42.73,-0.003848
42.74,-0.001192
42.75,0.001264
42.76,0.003469
42.77,0.005377
42.78,0.00695
42.79,0.008159
42.8,0.008984
42.81,0.009416
42.82,0.009453
42.83,0.009105
42.84,0.00839
42.85,0.007336
42.86,0.005977
42.87,0.004356
42.88,0.002521
42.89,0.000523
42.9,-0.00158
42.91,-0.003733
42.92,-0.005875
42.93,-0.007951
42.94,-0.009907
42.95,-0.01169
42.96,-0.013256
42.97,-0.014564
42.98,-0.015581
42.99,-0.016282
43,-0.016649
43.01,-0.016674
43.02,-0.016356
43.03,-0.015703
43.04,-0.01473
43.05,-0.013461
43.06,-0.011927
43.07,-0.010163
43.08,-0.008211
43.09,-0.006117
43.1,-0.003928
43.11,-0.001694
43.12,0.000535
43.13,0.002709
43.14,0.004781
43.15,0.006706
43.16,0.008444
43.17,0.009959
43.18,0.011221
43.19,0.012205
43.2,0.012893
43.21,0.013276
43.22,0.013349
43.23,0.013114
43.24,0.01258
43.25,0.011763
43.26,0.010684
43.27,0.009368
43.28,0.007845
43.29,0.006149
43.3,0.004317
43.31,0.002386
43.32,0.000394
43.33,-0.001618
43.34,-0.003612
43.35,-0.005552
43.36,-0.007404
43.37,-0.009134
43.38,-0.010714
43.39,-0.012119
43.4,-0.013327
43.41,-0.014322
43.42,-0.01509
43.43,-0.015622
43.44,-0.015914
43.45,-0.015963
43.46,-0.015774
43.47,-0.015352
43.48,-0.014705
43.49,-0.013844
43.5,-0.012784
43.51,-0.011539
43.52,-0.010126
43.53,-0.008563
43.54,-0.006868
43.55,-0.00506
43.56,-0.003158
43.57,-0.001181
43.58,0.000851
43.59,0.002921
43.6,0.005008
43.61,0.007095
43.62,0.009164
43.63,0.011197
43.64,0.013176
43.65,0.015082
43.66,0.016899
43.67,0.018607
43.68,0.020191
43.69,0.021631
43.7,0.022909
43.71,0.024009
43.72,0.024913
43.73,0.025605
43.74,0.026068
43.75,0.026287
43.76,0.026251
43.77,0.025946
43.78,0.025365
43.79,0.0245
43.8,0.023349
43.81,0.02191
43.82,0.020189
43.83,0.018191
43.84,0.015931
43.85,0.013423
43.86,0.010689
43.87,0.007755
43.88,0.00465
43.89,0.001409
43.9,-0.00193
43.91,-0.005326
43.92,-0.008734
43.93,-0.012107
43.94,-0.015397
43.95,-0.018554
43.96,-0.02153
43.97,-0.024275
43.98,-0.026742
43.99,-0.02889
44,-0.030676
44.01,-0.032065
44.02,-0.033028
44.03,-0.033539
44.04,-0.033582
44.05,-0.033146
44.06,-0.03223
44.07,-0.030838
44.08,-0.028985
44.09,-0.026692
44.1,-0.02399
44.11,-0.020916
44.12,-0.017514
44.13,-0.013836
