,r,T
284,23.64,-5.647605440494446
285,23.66,-3.875505547267659
286,23.78,-8.257982631159187
287,23.83,-11.649884008207795
288,23.83,-10.769674370164203
289,23.85,-13.245196523780136
290,23.91,-16.42910399168009
291,24.03,-19.35550979828007
292,24.04,-21.227947137804833
293,24.12,-17.2268001082827
294,24.16,-13.596010379713245
295,24.16,-15.380808101503687
296,24.24,-9.462420979926314
297,24.27,-6.037110844721748
298,24.31,-3.0542216684516883
299,24.36,0.9577803055328691
300,24.51,5.065940141145014
301,24.51,6.6661760321524275
302,24.66,4.03841592467574
303,24.8,0.3667732538926122
304,24.95,-2.1203519635096724
305,25.05,-4.967016330155853
306,25.1,-7.387079539791177
307,25.13,-9.19099611100997
308,25.18,-12.68225801460487
309,25.23,-16.217618161640765
310,25.28,-18.584178575363797
311,25.29,-20.306548372779055
312,25.45,-27.237513195731005
313,25.47,-24.805890929328378
314,25.6,-21.340374250091664
315,25.6,-22.448485418421825
316,25.64,-19.357504542668377
317,25.7,-11.140156838621902
318,25.74,-8.93862375635145
319,25.78,-4.191144087871703
320,25.8,-2.129304866894423
321,25.84,0.5685706861877375
322,25.88,1.6896819608026055
323,25.88,2.959277246267545
324,26.01,6.529977915310597
325,26.15,2.7354690901796124
326,26.21,0.06618006381950893
327,26.26,-2.4580697634280027
328,26.3,-5.149412799173426
329,26.38,-9.095977417963342
330,26.46,-12.446947433733177
331,26.51,-14.918469998600916
332,26.54,-17.680983566269312
333,26.6,-21.03218083139984
334,26.62,-23.342917259312074
335,26.7,-27.121020844880665
336,26.85,-29.917432442185728
337,27.01,-25.175564317919356
338,27.05,-22.383232387708638
339,27.07,-20.232061082329782
340,27.12,-17.198690444504827
341,27.18,-13.28761424016315
342,27.18,-14.62588572528251
343,27.31,-8.878580868123723
344,27.47,-6.325773804071755
345,27.72,-5.393445426936468
346,27.97,-6.269397926956414
347,28.13,-7.1017903316642785
348,28.25,-2.1226082250194076
349,28.27,0.7953944052207373
350,28.27,-0.24473674006791918
351,28.31,2.7163368582889116
352,28.31,1.5011335269491355
353,28.34,5.162420119723551
354,28.37,9.015656672496409
355,28.37,7.787644412905524
356,28.51,13.554226797260547
357,28.53,16.157104903307733
358,28.65,10.510120611065847
359,28.68,6.103701400243589
360,28.71,3.4589300549093336
361,28.78,-4.678864501510768
362,28.82,-6.992185800722561
363,28.88,-16.430322120396056
364,28.92,-20.54861439178893
365,28.98,-25.16150371461808
366,29.06,-29.057012255612495
367,29.19,-32.92487212438929
368,29.37,-36.45446590907593
369,29.51,-36.26631786695321
370,29.57,-33.566819104151804
371,29.57,-32.297530424967164
372,29.6,-29.959978572493196
373,29.64,-27.445186647209756
374,29.68,-24.559494908214134
375,29.7,-21.102830132646307
376,29.74,-17.72523442749525
377,29.78,-14.742377354706303
378,29.8,-10.348523229963995
379,29.84,-8.892955724826644
380,29.88,-6.145679767862597
381,29.88,-4.857695319845093
382,29.94,-1.0335365852693157
